id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
14825,2025-03-29,809,48,8,1,1096.14,,105864.8,comision_vacia_o_negativo
14826,2025-02-27,1514,41,6,5,,,134430.09,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14827,2026-01-11,2194,47,10,12,201.01,30.45,,monto_asegurado_vacio_o_negativo
14828,2025-05-24,820,71,15,3,1501.74,226.51,,monto_asegurado_vacio_o_negativo
14829,2025-08-22,2202,63,15,4,1225.94,,208313.96,comision_vacia_o_negativo
14830,2025-03-26,1118,60,11,2,,145.11,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14831,2025-07-20,697,11,9,9,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14832,2025-12-25,2647,8,8,9,216.25,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14833,2026-01-13,2467,30,12,4,487.64,87.2,,monto_asegurado_vacio_o_negativo
14834,2025-12-07,814,25,10,6,,94.79,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14835,2025-05-25,2636,8,8,8,918.17,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14836,2025-10-29,2521,8,5,3,722.07,135.93,,monto_asegurado_vacio_o_negativo
14837,2025-07-31,15,79,7,4,,222.35,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14838,2026-06-02,702,51,1,8,,129.33,112273.73,prima_vacia_o_negativa
14839,2025-09-07,2342,54,6,1,760.3,96.33,,monto_asegurado_vacio_o_negativo
14840,,3744,77,5,4,1311.48,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14841,2025-12-19,471,39,7,6,,27.83,55805.61,prima_vacia_o_negativa
14842,2025-03-10,1822,14,4,9,969.64,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14843,2025-01-13,2361,75,3,6,1992.95,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14844,2025-03-22,1836,73,9,10,426.85,42.62,,monto_asegurado_vacio_o_negativo
14845,,15,78,3,9,,169.96,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14846,2025-09-21,1649,68,10,4,1934.29,299.27,,monto_asegurado_vacio_o_negativo
14847,2025-09-21,1928,19,13,7,1840.11,241.48,,monto_asegurado_vacio_o_negativo
14848,,2486,70,5,9,1796.68,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14849,2026-01-04,1418,3,15,9,,108.8,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14850,2025-08-26,1720,25,7,2,626.35,38.47,,monto_asegurado_vacio_o_negativo
14851,2025-07-26,1303,6,15,6,,59.53,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14852,2025-08-01,2749,13,11,3,1005.96,,84006.89,comision_vacia_o_negativo
14854,2025-09-11,1254,75,5,7,,209.57,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14855,2026-02-09,2909,8,11,5,,,127466.95,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14856,2025-08-14,1826,55,2,8,,78.05,64829.11,prima_vacia_o_negativa
14857,2025-09-13,2321,67,4,1,1454.66,294.44,,monto_asegurado_vacio_o_negativo
14858,2025-06-28,2563,14,12,12,,57.88,94519.07,prima_vacia_o_negativa
14859,2025-04-22,1617,30,5,7,1685.7,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14860,2025-03-31,1452,12,2,4,,107.58,41787.24,prima_vacia_o_negativa
14861,2025-08-09,1476,39,9,12,1893.14,,59434.94,comision_vacia_o_negativo
14862,,2999,49,7,4,736.81,,139136.01,"Fecha_emision es nulo,comision_vacia_o_negativo"
14863,2025-05-15,77,6,1,8,340.62,,67726.57,comision_vacia_o_negativo
14864,2025-09-02,481,28,14,10,,251.41,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14866,,1851,6,13,12,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14867,,2772,69,1,3,,81.49,75635.1,"Fecha_emision es nulo,prima_vacia_o_negativa"
14868,2025-06-16,1039,35,1,4,,70.97,153604.79,prima_vacia_o_negativa
14869,2025-05-15,1725,45,13,6,1964.03,,332472.64,comision_vacia_o_negativo
14870,2025-01-15,1140,8,11,7,289.17,20.58,,monto_asegurado_vacio_o_negativo
14871,2025-05-26,1332,56,2,6,919.43,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14872,,347,11,6,2,235.32,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14873,2025-08-19,2344,34,10,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14874,2025-07-24,1145,53,2,7,1272.95,97.18,,monto_asegurado_vacio_o_negativo
14876,2025-05-09,2476,78,14,11,,76.1,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14877,2025-11-07,1028,51,12,7,502.27,31.83,,monto_asegurado_vacio_o_negativo
14878,2025-05-18,1456,73,1,10,770.59,,66022.33,comision_vacia_o_negativo
14879,2025-10-28,1926,80,2,11,426.58,95.98,,monto_asegurado_vacio_o_negativo
14880,2026-01-21,829,53,9,10,839.41,,42727.98,comision_vacia_o_negativo
14881,2025-05-27,691,78,14,3,,78.08,107974.53,prima_vacia_o_negativa
14882,2025-02-14,256,48,6,9,1475.21,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14883,,2682,60,1,5,490.96,80.82,56172.89,Fecha_emision es nulo
14885,2025-10-24,2490,37,3,9,,259.86,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14886,2025-11-28,1054,17,11,5,,219.66,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14887,2025-03-26,1810,37,8,7,,,292420.01,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14888,2025-08-19,2539,34,2,7,1716.93,350.56,,monto_asegurado_vacio_o_negativo
14889,2025-03-12,1570,20,15,4,331.18,,58486.13,comision_vacia_o_negativo
14890,2025-06-11,1585,30,9,1,,42.02,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14891,2025-09-22,833,9,9,8,,65.82,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14892,2025-02-22,1458,12,13,5,736.52,,30767.41,comision_vacia_o_negativo
14893,2025-08-21,1803,69,15,12,,262.84,115891.65,prima_vacia_o_negativa
14894,2026-01-11,2189,59,4,5,1201.18,153.57,,monto_asegurado_vacio_o_negativo
14895,2025-07-14,1761,50,8,11,901.19,205.13,,monto_asegurado_vacio_o_negativo
14896,2025-02-10,454,74,2,7,,246.7,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14897,2025-05-18,1250,61,8,8,774.17,58.66,,monto_asegurado_vacio_o_negativo
14898,2025-12-07,1224,7,10,10,,484.48,226811.41,prima_vacia_o_negativa
14899,2026-02-17,2219,58,1,7,,,239108.02,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14900,2026-11-01,2119,72,2,11,,302.58,207915.4,prima_vacia_o_negativa
14901,,1653,75,10,2,1279.31,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14902,2025-05-05,1493,63,14,7,1560.49,234.22,,monto_asegurado_vacio_o_negativo
14903,2025-06-30,262,37,2,8,555.43,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14904,2025-09-23,30,46,8,7,,119.15,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14905,2025-03-20,1726,52,13,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14906,2025-07-19,2914,79,12,6,129.21,,25067.82,comision_vacia_o_negativo
14907,2025-05-12,1360,1,4,12,,258.58,130023.38,prima_vacia_o_negativa
14909,,417,28,9,5,68.77,13.52,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
14910,2025-08-12,1401,13,6,11,1795.41,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14911,2025-02-04,1578,53,2,8,,47.82,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14913,2025-12-10,2118,68,3,12,703.92,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14914,2025-04-08,2890,17,10,8,,,380134.53,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14915,2025-12-26,2787,51,7,5,,290.43,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14916,,2198,63,2,2,,76.17,142112.53,"Fecha_emision es nulo,prima_vacia_o_negativa"
14917,2025-03-27,1248,71,8,11,,,141714.3,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14921,2025-08-11,2061,55,8,5,710.72,126.12,,monto_asegurado_vacio_o_negativo
14922,2025-07-28,1764,20,1,6,,372.16,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14923,2025-03-05,118,64,1,2,,79.48,106822.34,prima_vacia_o_negativa
14924,,695,61,8,7,,102.87,64126.2,"Fecha_emision es nulo,prima_vacia_o_negativa"
14925,2025-01-18,373,36,5,12,,202.92,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14926,,2993,14,10,4,,,219694.93,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
14927,2025-06-26,3780,73,8,12,1564.21,230.41,,monto_asegurado_vacio_o_negativo
14928,2025-08-28,3671,52,5,9,776.17,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14929,2025-04-22,2622,62,15,5,,73.64,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14930,2025-12-06,1152,72,4,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14931,2025-03-12,959,71,1,12,,8.47,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14932,2025-04-23,1181,20,11,12,,161.54,175465.59,prima_vacia_o_negativa
14933,2025-03-20,3607,76,10,8,826.71,155.93,,monto_asegurado_vacio_o_negativo
14934,2025-11-11,643,32,14,6,,,16280.68,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14935,2025-07-04,1724,63,10,8,,88.66,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14936,2025-11-08,2530,66,1,8,,,30809.06,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14937,2025-02-13,853,77,2,8,,189.24,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14938,2025-08-17,2564,49,3,5,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14939,2025-02-03,176,37,7,6,489.76,88.13,,monto_asegurado_vacio_o_negativo
14940,,287,17,5,10,,229.99,75026.07,"Fecha_emision es nulo,prima_vacia_o_negativa"
14941,2025-05-14,1509,69,12,4,,,187215.5,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14942,2025-08-12,2854,24,1,2,,54.06,74068.06,prima_vacia_o_negativa
14943,2025-09-07,1448,20,4,9,,138.85,199512.36,prima_vacia_o_negativa
14944,2025-05-05,1723,61,2,12,165.06,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14945,2025-06-28,999,61,11,7,1625.23,177.67,,monto_asegurado_vacio_o_negativo
14947,2026-02-15,941,52,8,1,612.9,61.14,,monto_asegurado_vacio_o_negativo
14948,2025-04-12,3798,5,3,4,,107.23,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14949,2025-09-28,1206,37,14,12,507.09,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14951,2025-07-28,1591,33,3,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14952,2025-06-08,2540,71,9,7,478.08,53.81,,monto_asegurado_vacio_o_negativo
14953,2026-01-26,1967,39,11,10,,59.2,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14954,2025-04-18,2355,54,15,10,,24.01,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14955,2026-02-04,1290,68,11,7,,,30489.33,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14956,2025-11-02,1060,115,4,8,,,262297.72,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14957,2025-08-16,1762,44,2,4,366.55,,65825.12,comision_vacia_o_negativo
14958,2025-03-24,1856,12,3,5,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14959,2026-01-17,2464,58,12,2,,70.09,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14960,2026-02-19,3,63,14,1,1544.38,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14962,2025-06-24,1210,61,3,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14963,2025-05-24,2975,36,12,7,823.77,184.56,,monto_asegurado_vacio_o_negativo
14964,2025-03-22,1589,57,5,8,791.22,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14965,2025-05-11,561,46,9,11,777.13,173.08,,monto_asegurado_vacio_o_negativo
14966,,281,33,8,10,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14969,2025-12-23,2796,69,12,11,,,305102.24,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14970,2025-06-03,2365,36,2,8,541.19,54.22,,monto_asegurado_vacio_o_negativo
14971,2026-01-31,1824,1,11,10,242.12,14.89,,monto_asegurado_vacio_o_negativo
14973,2025-05-15,1962,55,2,5,629.29,,114707.39,comision_vacia_o_negativo
14974,2025-05-10,264,24,9,4,1392.85,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14976,2025-05-13,820,58,6,3,,,145784.01,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14977,2026-02-12,2055,17,4,3,679.06,101.04,,monto_asegurado_vacio_o_negativo
14978,2025-04-13,95,18,2,2,,187.97,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14979,,268,68,15,9,,480.45,370365.79,"Fecha_emision es nulo,prima_vacia_o_negativa"
14983,2025-02-26,1238,45,13,12,754.53,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14984,2025-10-26,1337,22,5,10,,50.02,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14985,2025-09-11,1051,20,4,8,118.39,,10082.51,comision_vacia_o_negativo
14986,2025-08-24,1616,77,6,5,188.48,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14987,2026-12-01,368,77,9,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14988,2025-06-19,2432,47,6,3,189.84,,28655.03,comision_vacia_o_negativo
14989,2026-10-02,1892,27,2,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14990,2025-04-18,468,60,6,2,,184.67,99393.97,prima_vacia_o_negativa
14991,2025-06-24,2861,90,13,12,778.36,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
14994,2025-05-16,2919,38,9,7,,,9165.97,"prima_vacia_o_negativa,comision_vacia_o_negativo"
14995,,3537,33,2,11,,136.92,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
14996,2025-09-01,277,15,3,3,1381.42,141.41,,monto_asegurado_vacio_o_negativo
14997,2025-11-09,517,8,15,10,1421.54,,99619.24,comision_vacia_o_negativo
14998,,2900,18,7,6,1411.26,192.37,159810.56,Fecha_emision es nulo
14999,2026-01-09,1041,59,14,9,,,26801.64,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15000,2025-06-01,1793,1,2,9,,,51612.84,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15001,2025-05-06,875,45,7,5,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15003,2025-05-28,2461,58,4,2,1712.31,334.64,,monto_asegurado_vacio_o_negativo
15004,2025-11-26,762,23,11,2,1704.72,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15005,2025-12-29,1647,69,3,5,,148.99,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15007,2025-10-25,2220,46,14,2,1996.33,365.01,,monto_asegurado_vacio_o_negativo
15008,2025-01-13,2092,62,4,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15009,2025-12-29,2318,73,4,8,1120.29,113.55,,monto_asegurado_vacio_o_negativo
15010,2025-09-19,1182,12,14,5,,45.07,42599.74,prima_vacia_o_negativa
15011,2025-10-11,2911,76,1,3,,254.02,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15013,2025-12-27,715,51,12,7,,,84651.49,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15014,2025-01-17,2681,57,13,1,,185.66,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15015,2025-11-09,510,24,12,6,,133.12,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15016,2025-09-01,992,33,1,3,,13.77,3714.67,prima_vacia_o_negativa
15017,2025-12-30,1249,55,11,5,1169.43,128.13,,monto_asegurado_vacio_o_negativo
15018,2025-10-14,2979,50,5,12,975.72,140.87,,monto_asegurado_vacio_o_negativo
15020,2025-07-03,2295,23,1,6,591.6,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15021,2025-01-07,1684,7,11,11,1926.0,180.32,,monto_asegurado_vacio_o_negativo
15022,2025-03-06,1421,38,3,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15023,2025-01-01,1138,50,8,1,0.0,277.64,,monto_asegurado_vacio_o_negativo
15024,2026-01-15,2322,55,14,3,,263.71,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15025,2025-12-22,701,61,10,10,1545.82,170.04,,monto_asegurado_vacio_o_negativo
15026,2025-02-25,2606,12,14,1,,371.92,146498.64,prima_vacia_o_negativa
15027,2025-09-09,1756,53,7,1,1463.44,96.6,,monto_asegurado_vacio_o_negativo
15028,2025-06-07,2248,49,12,9,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15029,2025-02-15,150,58,8,6,447.59,55.79,,monto_asegurado_vacio_o_negativo
15030,2025-07-12,1847,61,13,4,,,188081.64,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15031,,407,1,15,2,,79.75,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15033,,2519,26,15,5,249.15,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15034,2025-12-04,2676,47,13,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15036,2025-12-14,80,58,4,8,1271.26,,247195.68,comision_vacia_o_negativo
15037,2025-04-26,929,43,8,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15038,2025-09-21,933,66,5,12,,194.61,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15039,2025-07-04,2599,19,1,8,,15.68,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15040,2025-11-30,1887,78,11,3,126.07,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15041,2025-09-11,939,40,11,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15042,,215,13,14,8,1867.51,163.28,350238.41,Fecha_emision es nulo
15043,2025-12-26,167,68,11,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15044,2025-09-15,1195,47,3,7,812.86,,49751.36,comision_vacia_o_negativo
15045,2025-01-26,1017,26,12,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15048,2025-07-04,163,61,7,4,,283.78,148883.61,prima_vacia_o_negativa
15049,2025-11-11,2821,5,10,12,,32.65,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15050,2025-02-21,401,48,15,3,,284.08,144606.96,prima_vacia_o_negativa
15051,2026-02-16,1498,22,14,8,,390.08,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15052,2025-12-05,3757,116,2,2,1731.88,393.06,,monto_asegurado_vacio_o_negativo
15053,2025-05-09,779,61,5,10,759.86,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15055,2025-02-07,2924,66,6,6,161.45,10.12,,monto_asegurado_vacio_o_negativo
15056,2025-08-20,1642,50,7,10,,59.13,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15057,2025-11-14,1670,72,5,9,,197.88,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15059,2026-02-16,2943,55,1,3,658.24,137.12,,monto_asegurado_vacio_o_negativo
15060,2025-12-24,1468,74,12,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15061,2025-12-07,2319,46,12,1,,86.45,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15062,2025-02-12,2430,55,1,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15063,2026-01-14,969,54,8,7,,48.18,31820.24,prima_vacia_o_negativa
15064,2025-06-07,1043,24,9,11,789.77,119.37,,monto_asegurado_vacio_o_negativo
15065,2025-11-17,3746,7,10,2,1501.13,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15066,2025-09-08,2999,17,15,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15067,2025-09-24,2342,6,8,1,1084.98,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15068,2025-05-11,1656,62,11,6,1250.54,,54718.36,comision_vacia_o_negativo
15069,2025-02-10,1618,20,11,8,1925.1,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15071,2025-09-04,1063,51,7,12,1537.3,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15072,2025-01-09,2161,13,9,2,706.16,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15073,2025-10-25,3781,40,12,9,,305.21,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15074,2025-09-21,2798,5,9,4,,119.07,83523.24,prima_vacia_o_negativa
15075,2025-01-08,2038,31,15,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15076,2025-03-04,94,66,3,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15077,2025-08-12,65,76,15,10,,34.6,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15078,2025-08-29,2469,47,12,1,1217.76,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15080,,795,73,8,7,,224.85,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15081,2025-01-19,663,19,9,7,,231.46,276101.0,prima_vacia_o_negativa
15082,2025-03-29,941,64,6,3,,377.54,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15083,2025-05-05,892,4,1,2,450.2,,72467.13,comision_vacia_o_negativo
15084,2025-08-28,735,6,13,2,429.11,,14987.25,comision_vacia_o_negativo
15085,2025-06-28,1892,15,2,8,,30.71,20490.2,prima_vacia_o_negativa
15086,,1924,71,12,7,,,51247.34,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
15087,2025-03-24,1846,66,7,11,,,93471.38,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15088,2025-01-09,978,4,7,10,195.9,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15090,2025-11-28,1225,15,13,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15091,2025-10-05,2110,65,10,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15092,2025-09-01,2624,70,7,7,,,165572.39,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15094,,1809,30,13,6,,,27007.64,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
15095,2025-07-29,1739,25,2,9,1006.31,246.08,,monto_asegurado_vacio_o_negativo
15096,2025-05-14,1228,69,14,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15097,2025-08-31,2819,16,4,12,,81.55,122279.79,prima_vacia_o_negativa
15098,2025-01-30,1534,51,1,12,1154.19,213.32,,monto_asegurado_vacio_o_negativo
15099,2025-08-24,1257,34,12,9,275.23,42.55,,monto_asegurado_vacio_o_negativo
15101,2025-08-09,1333,59,15,11,1318.49,154.35,,monto_asegurado_vacio_o_negativo
15102,2025-06-11,1102,24,9,11,348.04,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15103,2025-07-29,1933,53,5,12,,,32753.04,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15104,2026-01-11,3840,54,5,10,1126.68,,215453.93,comision_vacia_o_negativo
15105,2025-07-24,2824,58,11,2,677.0,,93351.48,comision_vacia_o_negativo
15106,2025-08-26,1041,49,15,9,1221.04,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15107,2026-04-01,1322,72,5,7,1570.75,366.73,,monto_asegurado_vacio_o_negativo
15108,2025-04-12,247,32,2,6,226.11,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15109,,226,54,2,7,858.02,132.82,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
15110,2025-10-05,1316,57,15,5,,219.7,45273.87,prima_vacia_o_negativa
15111,2025-09-20,1355,3,9,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15112,2025-01-21,2200,32,4,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15113,2025-10-30,2652,47,4,2,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15114,2026-01-30,1517,53,4,5,1693.56,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15115,2026-01-03,2287,27,6,11,,29.04,26610.06,prima_vacia_o_negativa
15117,2026-01-03,1912,41,2,3,,227.86,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
15118,2025-03-20,2573,49,11,5,,223.97,131131.95,prima_vacia_o_negativa
15119,2025-04-28,1669,77,3,9,640.2,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15120,2025-03-26,1388,25,9,4,1504.73,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
15122,2025-10-26,1816,7,7,11,,,227962.87,"prima_vacia_o_negativa,comision_vacia_o_negativo"
15123,2025-10-15,2215,47,10,8,1040.48,170.07,,monto_asegurado_vacio_o_negativo
15124,2025-02-04,2077,44,5,4,,283.0,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
